Gene_ID,Status_and_Symbol,Has_GO_Term?,GO_Term_Count,GO_IDs
WBGene00000052,Dead | N/A,No,0,
WBGene00044532,Suppressed | T20F10.6,No,0,
WBGene00044540,Dead | N/A,No,0,
WBGene00044555,Dead | N/A,No,0,
WBGene00044566,Dead | N/A,No,0,
WBGene00044572,Dead | N/A,No,0,
WBGene00044576,Dead | N/A,No,0,
WBGene00044590,Dead | N/A,No,0,
WBGene00044591,Dead | N/A,No,0,
WBGene00044592,Dead | N/A,No,0,
WBGene00044593,Dead | N/A,No,0,
WBGene00044594,Dead | N/A,No,0,
WBGene00044595,Dead | N/A,No,0,
WBGene00044596,Dead | N/A,No,0,
WBGene00044597,Dead | N/A,No,0,
WBGene00044598,Dead | N/A,No,0,
WBGene00044599,Dead | N/A,No,0,
WBGene00044600,Dead | N/A,No,0,
WBGene00044601,Dead | N/A,No,0,
WBGene00044613,Dead | N/A,No,0,
WBGene00044622,Dead | ,No,0,
WBGene00044624,Dead | ,No,0,
WBGene00044625,Dead | N/A,No,0,
WBGene00044626,Dead | N/A,No,0,
WBGene00044635,Dead | ,No,0,
WBGene00044647,Dead | ,No,0,
WBGene00044656,Dead | N/A,No,0,
WBGene00044669,Dead | N/A,No,0,
WBGene00044671,Dead | N/A,No,0,
WBGene00044682,Dead | N/A,No,0,
WBGene00044688,Dead | ,No,0,
WBGene00044715,Dead | N/A,No,0,
WBGene00044717,Dead | N/A,No,0,
WBGene00044721,Dead | N/A,No,0,
WBGene00044730,Dead | N/A,No,0,
WBGene00044740,Dead | N/A,No,0,
WBGene00044765,Suppressed | C17B7.13,No,0,
WBGene00044766,Suppressed | Y55F3C.11,No,0,
WBGene00044785,Dead | N/A,No,0,
WBGene00044793,Dead | N/A,No,0,
WBGene00044890,Dead | ,No,0,
WBGene00044904,Dead | N/A,No,0,
WBGene00044910,Dead | N/A,No,0,
WBGene00044913,Dead | N/A,No,0,
WBGene00044915,Dead | N/A,No,0,
WBGene00044919,Dead | N/A,No,0,
WBGene00044950,Dead | N/A,No,0,
WBGene00044993,Dead | N/A,No,0,
WBGene00044996,Dead | N/A,No,0,
WBGene00044999,Dead | N/A,No,0,
WBGene00045001,Dead | N/A,No,0,
WBGene00045004,Dead | N/A,No,0,
WBGene00045005,Dead | N/A,No,0,
WBGene00045008,Dead | N/A,No,0,
WBGene00045010,Dead | N/A,No,0,
WBGene00045014,Dead | N/A,No,0,
WBGene00045015,Dead | N/A,No,0,
WBGene00045020,Dead | N/A,No,0,
WBGene00045021,Dead | N/A,No,0,
WBGene00045023,Dead | N/A,No,0,
WBGene00045030,Dead | N/A,No,0,
WBGene00045031,Dead | N/A,No,0,
WBGene00045032,Dead | N/A,No,0,
WBGene00045033,Dead | N/A,No,0,
WBGene00045034,Dead | N/A,No,0,
WBGene00045035,Dead | N/A,No,0,
WBGene00045039,Dead | N/A,No,0,
WBGene00045041,Dead | N/A,No,0,
WBGene00045042,Dead | N/A,No,0,
WBGene00045044,Dead | N/A,No,0,
WBGene00045047,Dead | N/A,No,0,
WBGene00045049,Dead | N/A,No,0,
WBGene00045054,Suppressed | T20F10.7,No,0,
WBGene00045064,Dead | N/A,No,0,
WBGene00045070,Dead | N/A,No,0,
WBGene00045135,Dead | N/A,No,0,
WBGene00045166,Suppressed | Y54G2A.51,No,0,
WBGene00045173,Dead | N/A,No,0,
WBGene00045181,Dead | N/A,No,0,
WBGene00045186,Dead | N/A,No,0,
WBGene00045187,Dead | N/A,No,0,
WBGene00045196,Dead | N/A,No,0,
WBGene00045206,Dead | N/A,No,0,
WBGene00045284,Dead | N/A,No,0,
WBGene00045288,Dead | N/A,No,0,
WBGene00045310,Dead | N/A,No,0,
WBGene00045312,Dead | N/A,No,0,
WBGene00045318,Dead | N/A,No,0,
WBGene00045320,Dead | N/A,No,0,
WBGene00045349,Dead | N/A,No,0,
WBGene00045409,Dead | N/A,No,0,
WBGene00045420,Dead | N/A,No,0,
WBGene00045421,Dead | N/A,No,0,
WBGene00045422,Dead | N/A,No,0,
WBGene00045423,Dead | N/A,No,0,
WBGene00045424,Dead | N/A,No,0,
WBGene00045425,Dead | N/A,No,0,
WBGene00045426,Dead | N/A,No,0,
WBGene00045430,Dead | N/A,No,0,
WBGene00045435,Dead | N/A,No,0,
WBGene00045479,Suppressed | C44E4.8,No,0,
WBGene00045485,Dead | N/A,No,0,
WBGene00045489,Dead | N/A,No,0,
WBGene00045499,Dead | N/A,No,0,
WBGene00045512,Suppressed | Y60A3A.27,No,0,
WBGene00045742,Dead | N/A,No,0,
WBGene00047904,Dead | N/A,No,0,
WBGene00048818,Dead | N/A,No,0,
WBGene00049442,Dead | N/A,No,0,
WBGene00050876,Dead | ,No,0,
WBGene00050888,Dead | N/A,No,0,
WBGene00050895,Dead | N/A,No,0,
WBGene00050901,Dead | N/A,No,0,
WBGene00050909,Dead | N/A,No,0,
WBGene00050925,Dead | N/A,No,0,
WBGene00050952,Dead | N/A,No,0,
WBGene00050953,Dead | N/A,No,0,
WBGene00050966,Dead | N/A,No,0,
WBGene00050969,Dead | N/A,No,0,
WBGene00050975,Dead | N/A,No,0,
WBGene00050979,Dead | N/A,No,0,
WBGene00077435,Dead | N/A,No,0,
WBGene00077458,Dead | N/A,No,0,
WBGene00077505,Dead | ,No,0,
WBGene00077509,Dead | N/A,No,0,
WBGene00077511,Dead | N/A,No,0,
WBGene00077512,Dead | N/A,No,0,
WBGene00077513,Dead | N/A,No,0,
WBGene00077528,Suppressed | Y26D4A.20,No,0,
WBGene00077533,Dead | N/A,No,0,
WBGene00077542,Dead | N/A,No,0,
WBGene00077544,Dead | N/A,No,0,
WBGene00077545,Dead | N/A,No,0,
WBGene00077547,Dead | N/A,No,0,
WBGene00077550,Suppressed | Y106G6G.8,No,0,
WBGene00077554,Dead | N/A,No,0,
WBGene00077560,Dead | N/A,No,0,
WBGene00077578,Dead | N/A,No,0,
WBGene00077587,Dead | N/A,No,0,
WBGene00077591,Dead | N/A,No,0,
WBGene00077623,Dead | N/A,No,0,
WBGene00077628,Dead | N/A,No,0,
WBGene00077639,Dead | N/A,No,0,
WBGene00077645,Dead | N/A,No,0,
WBGene00077661,Dead | N/A,No,0,
WBGene00077665,Dead | N/A,No,0,
WBGene00077668,Dead | N/A,No,0,
WBGene00077672,Suppressed | B0250.13,No,0,
WBGene00077683,Dead | N/A,No,0,
WBGene00077702,Dead | ,No,0,
WBGene00077710,Dead | N/A,No,0,
WBGene00077711,Dead | N/A,No,0,
WBGene00077730,Dead | N/A,No,0,
WBGene00077733,Dead | N/A,No,0,
WBGene00077734,Dead | N/A,No,0,
WBGene00077738,Dead | N/A,No,0,
WBGene00077741,Dead | N/A,No,0,
WBGene00077748,Dead | N/A,No,0,
WBGene00077749,Dead | N/A,No,0,
WBGene00077774,Dead | ,No,0,
WBGene00077776,Dead | N/A,No,0,
WBGene00077777,Dead | N/A,No,0,
WBGene00086549,Dead | N/A,No,0,
WBGene00119200,Dead | ,No,0,
WBGene00138710,Dead | ,No,0,
WBGene00138713,Dead | N/A,No,0,
WBGene00138718,Dead | N/A,No,0,
WBGene00138725,Dead | N/A,No,0,
WBGene00164975,Dead | ,No,0,
WBGene00165008,Dead | N/A,No,0,
WBGene00165145,Dead | N/A,No,0,
WBGene00165216,Dead | N/A,No,0,
WBGene00165437,Dead | N/A,No,0,
WBGene00166056,Dead | N/A,No,0,
WBGene00166061,Dead | N/A,No,0,
WBGene00166818,Dead | N/A,No,0,
WBGene00167486,Dead | N/A,No,0,
WBGene00167798,Dead | N/A,No,0,
WBGene00167844,Dead | N/A,No,0,
WBGene00168471,Dead | N/A,No,0,
WBGene00169241,Dead | N/A,No,0,
WBGene00169400,Dead | N/A,No,0,
WBGene00169616,Dead | N/A,No,0,
WBGene00169945,Dead | N/A,No,0,
WBGene00170696,Dead | N/A,No,0,
WBGene00171711,Dead | N/A,No,0,
WBGene00171808,Dead | N/A,No,0,
WBGene00171874,Dead | N/A,No,0,
WBGene00172005,Dead | N/A,No,0,
WBGene00172461,Dead | N/A,No,0,
WBGene00173479,Dead | N/A,No,0,
WBGene00173549,Dead | N/A,No,0,
WBGene00175026,Dead | N/A,No,0,
WBGene00185075,Dead | N/A,No,0,
WBGene00185091,Dead | N/A,No,0,
WBGene00194671,Dead | N/A,No,0,
WBGene00194693,Dead | N/A,No,0,
WBGene00194705,Dead | N/A,No,0,
WBGene00194709,Dead | N/A,No,0,
WBGene00194728,Dead | N/A,No,0,
WBGene00194736,Dead | N/A,No,0,
WBGene00194762,Dead | N/A,No,0,
WBGene00194772,Dead | N/A,No,0,
WBGene00194781,Dead | N/A,No,0,
WBGene00194790,Dead | N/A,No,0,
WBGene00194791,Dead | N/A,No,0,
WBGene00194813,Dead | N/A,No,0,
WBGene00194818,Dead | N/A,No,0,
WBGene00194904,Dead | N/A,No,0,
WBGene00194949,Dead | N/A,No,0,
WBGene00194956,Dead | N/A,No,0,
WBGene00195013,Dead | N/A,No,0,
WBGene00195014,Suppressed | H05L03.5,No,0,
WBGene00195015,Suppressed | H05L03.6,No,0,
WBGene00195047,Dead | N/A,No,0,
WBGene00195059,Dead | N/A,No,0,
WBGene00195062,Dead | N/A,No,0,
WBGene00195075,Dead | N/A,No,0,
WBGene00195076,Dead | N/A,No,0,
WBGene00195085,Dead | N/A,No,0,
WBGene00195173,Dead | N/A,No,0,
WBGene00195187,Dead | N/A,No,0,
WBGene00195190,Dead | N/A,No,0,
WBGene00195249,Dead | N/A,No,0,
WBGene00201144,Dead | N/A,No,0,
WBGene00201635,Dead | N/A,No,0,
WBGene00206367,Dead | N/A,No,0,
WBGene00206376,Dead | N/A,No,0,
WBGene00206387,Dead | N/A,No,0,
WBGene00206410,Dead | N/A,No,0,
WBGene00206419,Dead | N/A,No,0,
WBGene00206424,Dead | N/A,No,0,
WBGene00206425,Dead | N/A,No,0,
WBGene00206426,Dead | N/A,No,0,
WBGene00206427,Dead | N/A,No,0,
WBGene00206428,Dead | N/A,No,0,
WBGene00206429,Dead | N/A,No,0,
WBGene00206430,Dead | N/A,No,0,
WBGene00206431,Dead | N/A,No,0,
WBGene00206432,Dead | N/A,No,0,
WBGene00206433,Dead | N/A,No,0,
WBGene00206434,Dead | N/A,No,0,
WBGene00206435,Dead | N/A,No,0,
WBGene00206436,Dead | N/A,No,0,
WBGene00206437,Dead | N/A,No,0,
WBGene00206438,Dead | N/A,No,0,
WBGene00206439,Dead | N/A,No,0,
WBGene00206440,Dead | N/A,No,0,
WBGene00206441,Dead | N/A,No,0,
WBGene00206442,Dead | N/A,No,0,
WBGene00206443,Dead | N/A,No,0,
WBGene00206444,Dead | N/A,No,0,
WBGene00206445,Dead | N/A,No,0,
WBGene00206446,Dead | N/A,No,0,
WBGene00206447,Dead | N/A,No,0,
WBGene00206448,Dead | N/A,No,0,
WBGene00206449,Dead | N/A,No,0,
WBGene00206450,Dead | N/A,No,0,
WBGene00206451,Dead | N/A,No,0,
WBGene00206452,Dead | N/A,No,0,
WBGene00206453,Dead | N/A,No,0,
WBGene00206454,Dead | N/A,No,0,
WBGene00206455,Dead | N/A,No,0,
WBGene00206456,Dead | N/A,No,0,
WBGene00206457,Dead | N/A,No,0,
WBGene00206458,Dead | N/A,No,0,
WBGene00206463,Dead | N/A,No,0,
WBGene00206465,Dead | N/A,No,0,
WBGene00206467,Dead | N/A,No,0,
WBGene00206472,Dead | ,No,0,
WBGene00206476,Suppressed | Y20F4.9,No,0,
WBGene00206480,Dead | N/A,No,0,
WBGene00219211,Dead | N/A,No,0,
WBGene00219213,Dead | N/A,No,0,
WBGene00219273,Dead | N/A,No,0,
WBGene00219305,Dead | N/A,No,0,
WBGene00219372,Dead | N/A,No,0,
WBGene00219382,Dead | ,No,0,
WBGene00219419,Dead | N/A,No,0,
WBGene00219505,Suppressed | Y52E8A.8,No,0,
WBGene00219529,Dead | ,No,0,
WBGene00219595,Dead | ,No,0,
WBGene00219802,Dead | N/A,No,0,
WBGene00219993,Dead | N/A,No,0,
WBGene00220103,Dead | N/A,No,0,
WBGene00235138,Suppressed | C05C12.9,No,0,
WBGene00235139,Suppressed | C06H5.10,No,0,
WBGene00235140,Dead | N/A,No,0,
WBGene00235141,Dead | N/A,No,0,
WBGene00235142,Dead | N/A,No,0,
WBGene00235143,Suppressed | R07H5.15,No,0,
WBGene00235144,Dead | N/A,No,0,
WBGene00235145,Dead | N/A,No,0,
WBGene00235146,Suppressed | Y48G10A.10,No,0,
WBGene00235147,Suppressed | Y60A3A.36,No,0,
WBGene00235148,Suppressed | Y60A3A.30,No,0,
WBGene00235149,Dead | N/A,No,0,
WBGene00235150,Suppressed | Y71A12B.32,No,0,
WBGene00235151,Suppressed | Y116F11B.27,No,0,
WBGene00235169,Dead | N/A,No,0,
WBGene00235170,Dead | N/A,No,0,
WBGene00235171,Dead | N/A,No,0,
WBGene00235172,Dead | N/A,No,0,
WBGene00235173,Dead | N/A,No,0,
WBGene00235174,Dead | N/A,No,0,
WBGene00235176,Dead | N/A,No,0,
WBGene00235177,Dead | N/A,No,0,
WBGene00235178,Dead | N/A,No,0,
WBGene00235182,Dead | N/A,No,0,
WBGene00235184,Dead | N/A,No,0,
WBGene00235185,Dead | N/A,No,0,
WBGene00235186,Dead | N/A,No,0,
WBGene00235187,Dead | N/A,No,0,
WBGene00235189,Dead | N/A,No,0,
WBGene00235191,Dead | N/A,No,0,
WBGene00235192,Dead | N/A,No,0,
WBGene00235193,Dead | N/A,No,0,
WBGene00235194,Dead | N/A,No,0,
WBGene00235195,Dead | N/A,No,0,
WBGene00235196,Dead | N/A,No,0,
WBGene00235199,Dead | N/A,No,0,
WBGene00235202,Dead | N/A,No,0,
WBGene00235203,Dead | N/A,No,0,
WBGene00235204,Dead | N/A,No,0,
WBGene00235205,Dead | N/A,No,0,
WBGene00235207,Dead | N/A,No,0,
WBGene00235208,Dead | N/A,No,0,
WBGene00235210,Dead | N/A,No,0,
WBGene00235211,Dead | N/A,No,0,
WBGene00235212,Dead | N/A,No,0,
WBGene00235213,Dead | N/A,No,0,
WBGene00235214,Dead | N/A,No,0,
WBGene00235215,Dead | N/A,No,0,
WBGene00235216,Dead | N/A,No,0,
WBGene00235217,Dead | N/A,No,0,
WBGene00235218,Dead | N/A,No,0,
WBGene00235219,Dead | N/A,No,0,
WBGene00235220,Dead | N/A,No,0,
WBGene00235221,Dead | N/A,No,0,
WBGene00235222,Dead | N/A,No,0,
WBGene00235223,Dead | N/A,No,0,
WBGene00235224,Dead | N/A,No,0,
WBGene00235225,Dead | N/A,No,0,
WBGene00235226,Dead | N/A,No,0,
WBGene00235227,Dead | N/A,No,0,
WBGene00235228,Dead | N/A,No,0,
WBGene00235229,Dead | N/A,No,0,
WBGene00235230,Dead | N/A,No,0,
WBGene00235231,Dead | N/A,No,0,
WBGene00235232,Dead | N/A,No,0,
WBGene00235233,Dead | N/A,No,0,
WBGene00235234,Dead | ,No,0,
WBGene00235236,Dead | N/A,No,0,
WBGene00235238,Dead | N/A,No,0,
WBGene00235239,Dead | N/A,No,0,
WBGene00235240,Dead | N/A,No,0,
WBGene00235241,Dead | N/A,No,0,
WBGene00235242,Dead | N/A,No,0,
WBGene00235243,Dead | N/A,No,0,
WBGene00235244,Dead | N/A,No,0,
WBGene00235245,Dead | N/A,No,0,
WBGene00235246,Dead | N/A,No,0,
WBGene00235248,Dead | ,No,0,
WBGene00235249,Dead | N/A,No,0,
WBGene00235306,Dead | N/A,No,0,
WBGene00236805,Dead | N/A,No,0,
WBGene00269374,Dead | ,No,0,
WBGene00269375,Dead | ,No,0,
WBGene00270295,Dead | N/A,No,0,
WBGene00270301,Dead | N/A,No,0,
WBGene00271812,Dead | F58F12.12,No,0,
WBGene00303084,Dead | N/A,No,0,
WBGene00303141,Dead | ,No,0,
WBGene00303143,Dead | ,No,0,
WBGene00303201,Suppressed | Y40C7B.11,No,0,
WBGene00305821,Dead | Y54G11A.21,No,0,
WBGene00306082,Dead | N/A,No,0,
WBGene00306083,Dead | N/A,No,0,
WBGene00306084,Dead | N/A,No,0,
WBGene00306085,Dead | N/A,No,0,
WBGene00306086,Dead | N/A,No,0,
WBGene00306087,Dead | N/A,No,0,
WBGene00306088,Dead | N/A,No,0,
WBGene00306089,Dead | N/A,No,0,
WBGene00306090,Dead | N/A,No,0,
WBGene00306091,Dead | N/A,No,0,
